,CIMS-MN-053-SH-M-N-MN-M05688-240322_S29,CIMS-MN-060-SH-K-N-MN-M05688-240322_S12,CIMS-MN-067-SH-K-N-MN-M05688-240322_S19,CIMS-MN-064-SH-M-N-MN-M05688-240322_S40,CIMS-MN-067-SH-M-N-MN-M05688-240322_S43,CIMS-MN-069-SH-K-N-MN-M05688-240322_S21,CIMS-MN-069-SH-M-N-MN-M05688-240322_S45,CIMS-MN-051-SH-M-N-MN-M05688-240322_S27,CIMS-MN-051-SH-K-N-MN-M05688-240322_S3,CIMS-MN-063-SH-M-N-MN-M05688-240322_S39,CIMS-MN-055-SH-M-N-MN-M05688-240322_S31,CIMS-MN-063-SH-K-N-MN-M05688-240322_S15,CIMS-MN-055-SH-K-N-MN-M05688-240322_S7,CIMS-MN-078-IH-MN-M05688-240322_S48
OG0002289primerGroup8,47,71,59,106,117,212,247,256,214,619,671,922,969,1160
OG0002290primerGroup6,20,20,25,56,52,82,101,151,95,360,435,641,563,850
OG0002291primerGroup5,24,45,34,49,61,106,118,145,117,398,410,555,602,870
OG0002292primerGroup0,22,18,19,37,33,61,71,80,62,207,266,379,366,479
OG0002293primerGroup9,14,4,10,24,23,36,31,21,40,124,169,183,222,228
OG0002294primerGroup3,39,54,61,127,98,151,220,195,162,565,539,829,962,718
OG0002295primerGroup4,3,7,4,8,8,7,9,9,14,58,63,83,84,161
OG0002296primerGroup0,60,49,61,104,121,169,217,254,181,580,596,790,962,1205
OG0002297primerGroup2,13,18,23,35,35,69,75,80,60,295,254,388,445,724
OG0002298primerGroup5,27,22,26,48,54,62,65,107,81,326,359,485,508,779
OG0002299primerGroup0,69,81,77,144,184,244,266,331,319,779,737,1259,1402,1203
OG0002300primerGroup4,39,33,39,68,104,7,5,173,150,467,529,734,726,960
OG0002301primerGroup3,46,48,49,63,90,116,187,177,181,503,626,764,738,1352
OG0002302primerGroup0,67,75,59,114,149,14,15,307,270,783,843,1273,1378,1580
OG0002303primerGroup3,39,36,32,80,88,117,165,205,146,452,498,645,704,818
OG0002304primerGroup2,36,50,45,67,79,112,174,182,153,478,526,712,710,1023
OG0002305primerGroup2,32,29,38,77,64,113,149,149,128,438,444,607,632,755
OG0002306primerGroup1,35,49,35,73,83,130,160,172,171,490,459,668,809,767
OG0002307primerGroup2,0,0,0,4,3,8,3,12,11,11,25,34,31,36
OG0002309primerGroup0,52,65,44,68,124,144,183,216,195,508,606,757,833,1135
OG0002310primerGroup3,0,0,0,4,0,0,2,0,0,11,8,7,15,10
OG0002311primerGroup6,48,62,82,121,140,151,209,235,248,584,545,899,926,944
OG0002312primerGroup0,59,52,38,77,84,138,180,232,150,536,562,675,856,806
OG0002314primerGroup3,24,27,35,45,53,88,83,104,90,298,403,519,489,890
OG0002315primerGroup7,30,24,29,62,57,89,97,129,111,380,369,547,687,438
OG0002316primerGroup0,10,8,6,7,15,23,16,35,18,95,155,173,190,374
OG0002317primerGroup0,39,41,35,52,62,106,102,109,124,440,556,671,723,742
OG0002318primerGroup7,63,74,49,107,143,189,180,260,229,625,563,972,983,842
OG0002319primerGroup9,13,17,22,40,38,60,81,102,69,257,339,436,382,752
OG0002320primerGroup6,19,19,39,41,46,95,98,119,112,329,435,567,564,1101
OG0002321primerGroup0,18,27,25,48,37,63,78,83,71,296,272,409,478,432
OG0002322primerGroup2,19,30,31,582,72,85,100,128,109,344,384,472,583,676
OG0002323primerGroup2,36,41,53,96,93,140,147,193,165,443,464,720,925,798
OG0002324primerGroup8,54,74,65,146,151,221,211,300,258,831,742,1040,1184,1072
OG0002325primerGroup2,23,32,36,70,50,94,118,159,127,385,442,535,616,716
OG0002326primerGroup0,4,5,8,5,7,24,18,27,17,92,97,125,136,280
OG0002327primerGroup2,37,51,53,62,74,137,139,132,137,475,382,649,821,625
OG0002328primerGroup4,20,18,13,38,51,47,55,67,85,251,312,333,385,619
OG0002329primerGroup0,35,29,41,59,85,28,17,166,134,378,474,567,572,925
OG0002330primerGroup1,17,29,15,47,35,72,89,90,85,286,315,418,409,647
OG0002331primerGroup0,49,57,47,97,84,158,149,185,187,561,510,947,983,827
OG0002332primerGroup5,10,6,7,19,17,21,22,41,34,121,107,153,202,175
OG0002333primerGroup2,41,35,52,100,82,142,144,204,149,536,583,881,908,924
OG0002334primerGroup3,31,49,42,77,102,102,146,208,125,500,518,701,694,1089
OG0002335primerGroup3,24,33,26,59,88,88,115,146,116,340,410,573,543,797
OG0002336primerGroup5,39,49,44,84,102,119,159,171,145,489,546,754,719,1046
OG0002337primerGroup0,25,29,25,40,43,59,89,115,94,267,376,504,422,913
OG0002338primerGroup9,60,69,79,123,142,216,205,249,275,701,674,1082,1236,1003
OG0002339primerGroup0,51,47,40,88,95,116,180,205,180,531,576,759,793,949
OG0002340primerGroup0,82,80,75,104,121,211,225,261,303,745,652,1038,1114,942
OG0002342primerGroup2,15,11,18,19,22,31,29,69,44,141,201,232,228,419
OG0002343primerGroup1,45,41,48,86,89,119,137,159,176,520,473,750,891,742
OG0002344primerGroup4,81,70,73,148,169,201,188,300,304,637,646,921,1097,981
OG0002345primerGroup5,53,51,64,120,127,179,219,276,228,623,630,980,1060,1009
OG0002347primerGroup7,52,53,48,89,131,140,174,199,222,668,604,841,889,930
OG0002348primerGroup1,33,37,41,73,83,116,114,159,164,505,565,778,855,1035
OG0002349primerGroup0,27,36,28,55,59,109,132,126,126,387,449,652,640,945
OG0002351primerGroup4,54,41,64,111,117,162,186,240,234,608,611,921,981,1099
OG0002352primerGroup4,33,43,36,76,60,112,85,120,118,447,441,672,743,675
OG0002353primerGroup0,25,13,20,40,41,52,55,74,60,191,205,306,354,475
OG0002354primerGroup3,80,63,63,114,137,198,235,266,258,705,677,968,1119,937
OG0002355primerGroup6,23,30,20,52,72,86,103,124,115,352,379,501,534,678
OG0002356primerGroup9,13,12,14,30,43,29,53,66,51,186,217,294,257,463
OG0002357primerGroup8,18,16,19,61,62,84,73,107,113,333,374,497,640,693
OG0002358primerGroup0,35,17,29,39,67,77,86,105,100,321,396,410,486,581
OG0002359primerGroup1,21,23,27,50,57,83,106,115,103,346,395,522,452,770
OG0002360primerGroup4,34,40,51,96,99,134,166,204,183,479,482,708,726,763
OG0002361primerGroup3,72,73,63,113,146,183,191,280,253,736,750,1193,1202,1260
OG0002362primerGroup7,33,51,40,69,68,130,122,166,160,524,564,892,995,1084
OG0002363primerGroup6,14,18,16,38,31,69,55,63,71,229,241,293,389,440
OG0002364primerGroup0,29,23,19,34,39,67,83,105,75,261,325,333,373,609
OG0002365primerGroup3,20,27,24,45,54,68,116,140,105,378,441,581,603,948
OG0002366primerGroup0,5,6,11,22,32,29,60,74,45,194,268,246,248,482
OG0002367primerGroup0,38,34,35,59,60,96,100,118,126,409,448,544,732,659
OG0002368primerGroup1,43,53,65,83,97,147,167,170,157,431,461,825,825,829
OG0002369primerGroup8,4,3,6,12,13,10,21,28,22,102,116,127,119,337
OG0002370primerGroup2,63,69,56,152,146,196,231,266,261,699,633,998,1080,824
OG0002371primerGroup4,25,25,18,37,41,82,70,95,93,329,376,532,494,830
OG0002372primerGroup6,28,54,59,70,75,110,131,179,141,591,629,926,1003,1140
OG0002373primerGroup9,40,54,58,104,139,149,171,205,183,703,696,1060,1124,1083
OG0002375primerGroup3,33,47,48,76,93,51,83,176,163,531,604,856,810,569
OG0002377primerGroup4,27,23,20,50,68,98,140,148,128,312,387,454,480,1118
OG0002378primerGroup5,57,82,68,128,130,203,214,221,249,693,701,1040,1174,924
OG0002379primerGroup7,17,17,19,47,39,48,46,78,66,252,223,326,324,381
OG0002380primerGroup0,44,66,50,112,90,162,200,236,210,698,630,1033,1114,972
OG0002381primerGroup9,30,38,39,111,95,130,138,160,176,496,561,770,795,1049
OG0002382primerGroup3,23,26,35,61,46,93,119,78,138,327,464,677,785,800
OG0002383primerGroup0,29,41,52,64,79,116,160,195,148,412,490,676,753,886
OG0002384primerGroup2,57,68,64,153,155,165,177,220,236,527,477,928,1036,659
OG0002385primerGroup5,19,15,14,32,44,61,79,95,69,271,333,359,352,770
OG0002386primerGroup3,16,27,29,54,50,74,99,129,93,374,437,645,677,877
OG0002387primerGroup3,32,12,39,87,109,131,176,210,132,172,227,356,335,513
OG0002388primerGroup1,37,15,54,59,82,104,74,180,203,426,473,660,790,923
OG0002389primerGroup0,9,25,17,25,14,47,67,28,39,293,292,499,558,513
OG0002390primerGroup1,20,15,24,57,56,73,86,77,94,321,318,446,520,577
OG0002391primerGroup2,3,5,0,12,11,11,22,21,14,82,95,104,107,158
OG0002392primerGroup8,13,13,12,20,18,34,49,58,43,137,183,253,245,419
OG0002393primerGroup1,23,17,30,39,47,73,97,91,87,267,296,430,436,687
OG0002394primerGroup9,3,11,6,12,13,27,55,44,37,167,227,285,271,495
OG0002395primerGroup8,13,24,20,40,48,57,82,94,51,251,346,395,402,689
OG0002396primerGroup3,46,45,60,91,85,136,205,230,176,626,677,978,1045,1294
OG0002397primerGroup0,10,9,17,30,40,10,19,71,49,208,281,308,272,684
OG0002398primerGroup9,74,91,77,151,152,262,247,285,323,876,751,1298,1421,1115
OG0002399primerGroup3,55,48,36,97,117,149,156,190,197,565,506,955,1046,1150
OG0002400primerGroup1,26,28,23,49,35,89,86,90,101,336,344,491,549,589
OG0002401primerGroup1,44,55,43,93,99,126,196,220,169,488,542,749,790,1054
OG0002402primerGroup4,50,57,52,118,113,173,205,230,175,723,590,944,1055,970
OG0002403primerGroup2,22,16,20,54,42,86,82,95,72,307,344,486,515,641
OG0002405primerGroup8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0002406primerGroup2,38,34,32,81,81,111,172,185,152,441,467,713,752,721
OG0002407primerGroup7,21,19,26,39,54,76,114,131,96,344,448,556,578,953
OG0002408primerGroup9,49,68,74,120,139,197,177,282,262,726,698,1135,1222,1197
OG0002409primerGroup6,30,31,40,81,56,60,107,132,157,390,377,642,665,725
OG0002410primerGroup0,46,53,44,102,94,165,181,201,195,644,618,772,891,1018
OG0002411primerGroup7,58,76,60,118,107,192,201,237,209,628,614,1021,1143,1133
OG0002412primerGroup4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG0002413primerGroup2,41,38,37,98,108,126,184,186,158,509,521,743,810,959
OG0002414primerGroup3,42,44,43,92,67,110,137,178,174,516,437,658,842,647
OG0002415primerGroup8,51,44,55,92,74,128,146,167,192,535,463,712,899,731
OG0002416primerGroup7,28,43,45,60,51,6,6,129,115,411,394,629,819,700
OG0002418primerGroup2,41,51,54,82,80,160,149,197,188,503,483,825,905,892
OG0002419primerGroup7,57,54,66,109,113,184,203,261,194,727,737,1100,1159,1431
OG0002420primerGroup3,41,49,52,71,72,129,168,184,141,446,493,652,716,837
OG0002421primerGroup1,28,28,49,50,65,86,92,135,129,338,377,490,647,614
OG0002422primerGroup1,0,4,0,4,6,0,8,17,7,45,58,17,34,77
OG0002423primerGroup4,39,59,44,96,99,157,201,259,207,615,552,944,1007,1304
OG0002424primerGroup0,54,60,44,104,101,208,184,235,193,753,708,1082,1027,1056
OG0002425primerGroup9,10,19,12,31,39,56,33,82,61,178,274,340,280,729
OG0002426primerGroup2,35,29,22,61,66,93,105,138,131,331,357,632,574,680
OG0002427primerGroup3,34,59,49,114,112,133,175,200,185,559,550,747,838,865
OG0002428primerGroup3,0,0,0,0,4,0,0,5,0,13,12,7,6,11
OG0002429primerGroup2,41,37,58,107,95,158,175,222,183,581,530,810,902,961
OG0002430primerGroup5,28,25,49,87,72,108,127,183,143,351,334,517,564,749
OG0002431primerGroup0,7,15,16,34,37,55,65,72,70,243,328,325,342,666
OG0002434primerGroup1,60,67,79,137,135,169,223,280,264,635,686,881,945,924
OG0002435primerGroup7,41,48,51,83,132,127,188,229,199,550,637,973,912,1273
OG0002436primerGroup0,6,11,13,26,26,52,55,79,37,220,292,372,375,537
OG0002437primerGroup9,29,26,25,42,49,123,99,128,84,314,376,498,619,623
OG0002438primerGroup8,53,71,56,103,156,214,222,296,278,750,681,1066,1213,1199
OG0002439primerGroup2,31,27,35,63,67,97,111,161,129,376,523,662,562,1089
OG0002440primerGroup4,35,33,31,60,60,104,154,166,138,437,480,731,695,1026
OG0002441primerGroup3,44,42,40,107,84,122,149,170,170,513,509,775,875,948
OG0002442primerGroup5,25,39,43,61,61,86,95,134,118,389,453,561,608,759
OG0002443primerGroup2,12,19,20,32,27,49,58,75,62,236,271,384,395,586
OG0002444primerGroup0,50,36,33,62,76,143,144,176,142,425,547,712,688,1007
OG0002445primerGroup2,4,10,4,12,20,32,27,36,27,99,156,143,179,199
OG0002447primerGroup7,2,7,6,14,22,35,59,21,28,117,135,144,169,289
OG0002448primerGroup9,31,21,24,42,43,79,97,126,114,337,353,487,505,719
OG0002449primerGroup0,46,46,48,92,134,132,194,241,183,657,626,942,1009,1201
OG0002450primerGroup6,41,45,50,91,102,172,191,250,224,679,639,977,1153,903
OG0002451primerGroup0,15,23,34,55,55,69,106,116,113,366,421,527,571,828
OG0002452primerGroup0,29,23,28,59,51,54,75,85,91,317,322,422,470,422
OG0002453primerGroup6,29,34,36,63,63,119,110,156,139,410,450,685,810,793
OG0002454primerGroup0,31,26,28,45,42,90,74,85,114,289,318,470,559,559
OG0002455primerGroup9,62,67,40,95,113,150,133,215,203,571,454,708,900,662
OG0002456primerGroup7,60,71,43,157,123,195,195,230,206,580,511,859,1080,791
OG0002457primerGroup3,55,62,62,130,121,194,210,249,190,624,600,977,1051,807
OG0002459primerGroup1,9,23,13,29,25,45,52,59,48,201,226,356,338,432
OG0002461primerGroup1,34,34,40,71,75,113,95,131,119,446,433,635,706,702
OG0002462primerGroup2,68,60,76,138,118,199,161,244,270,769,713,1103,1225,1164
OG0002463primerGroup9,26,24,15,54,48,81,112,144,96,366,488,559,555,913
OG0002464primerGroup3,30,22,35,38,57,108,101,133,104,371,323,624,409,645
OG0002465primerGroup8,28,27,22,55,51,76,100,107,136,348,429,500,533,713
OG0002466primerGroup2,14,14,14,31,41,68,50,72,57,243,302,387,403,428
OG0002467primerGroup0,23,33,25,59,74,74,128,122,86,442,480,581,597,1060
OG0002468primerGroup2,35,55,44,86,122,150,214,255,199,545,535,722,741,947
OG0002469primerGroup2,36,34,35,106,110,119,183,229,185,549,585,818,757,1135
OG0002470primerGroup3,31,54,41,93,78,104,173,177,146,435,535,776,729,1172
OG0002471primerGroup7,14,17,11,17,37,51,85,71,68,243,304,317,356,701
OG0002472primerGroup4,6,14,6,16,15,24,48,36,34,193,231,306,303,403
OG0002473primerGroup4,23,13,25,26,39,56,55,70,79,275,189,471,336,609
OG0002475primerGroup0,32,34,52,57,71,119,131,172,155,479,495,841,811,794
OG0002476primerGroup4,7,4,12,21,31,37,51,52,29,91,152,150,168,274
OG0002477primerGroup4,17,25,37,58,46,45,74,127,85,313,293,444,466,482
OG0002478primerGroup1,28,21,19,53,46,56,76,79,72,283,276,407,453,576
OG0002479primerGroup9,36,30,35,79,83,82,144,168,139,431,443,622,681,845
OG0002480primerGroup6,26,28,23,46,41,102,125,103,111,327,351,523,499,785
OG0002481primerGroup0,58,59,69,120,147,229,222,297,253,732,826,1026,1262,1244
OG0002482primerGroup2,74,56,71,127,157,229,208,275,244,734,746,1169,1239,1145
OG0002483primerGroup2,56,50,66,108,123,37,31,233,182,569,586,855,1035,1082
OG0002484primerGroup0,17,13,23,50,55,74,77,96,91,317,322,393,410,608
OG0002485primerGroup6,36,45,46,96,79,175,126,205,198,551,604,882,975,1035
OG0002486primerGroup0,49,60,48,108,124,160,207,238,247,706,709,1064,1154,1078
OG0002487primerGroup5,35,23,37,46,46,72,74,106,117,292,288,410,457,634
OG0002488primerGroup1,14,5,7,25,24,27,48,52,43,167,191,179,207,468
OG0002489primerGroup9,39,33,35,63,60,94,106,115,137,353,378,540,516,575
OG0002490primerGroup0,19,14,22,34,24,75,69,71,58,290,305,419,507,577
OG0002491primerGroup1,22,18,24,38,46,80,87,78,88,278,325,419,466,648
OG0002492primerGroup2,44,34,36,87,90,115,153,208,173,502,559,733,780,803
OG0002493primerGroup0,25,40,37,57,87,120,88,148,108,377,360,575,634,587
OG0002494primerGroup4,19,23,26,42,58,79,90,121,84,309,302,457,448,584
OG0002495primerGroup6,20,19,14,46,49,52,95,82,91,351,342,427,400,652
OG0002496primerGroup1,35,24,26,51,49,45,59,112,118,313,384,475,539,695
OG0002497primerGroup4,20,16,17,50,56,66,75,92,103,295,321,429,521,571
OG0002498primerGroup3,10,10,13,31,28,40,52,57,46,179,266,291,282,597
OG0002499primerGroup1,50,57,46,89,111,124,188,248,177,563,569,822,887,1035
OG0002500primerGroup6,12,23,11,23,26,32,51,55,61,177,227,271,293,425
OG0002501primerGroup5,39,43,31,98,82,138,140,147,183,457,518,705,930,892
OG0002502primerGroup5,49,63,63,116,121,156,169,230,199,689,585,1097,1211,1469
OG0002503primerGroup6,54,52,53,89,106,163,210,227,179,638,655,991,961,1079
OG0002504primerGroup7,40,63,50,107,115,148,185,261,188,599,674,923,962,1225
OG0002505primerGroup1,32,40,44,75,45,98,104,139,116,430,410,695,772,755
OG0002506primerGroup3,11,12,14,24,30,43,53,55,63,182,236,282,341,587
OG0002507primerGroup0,19,23,26,26,39,55,94,103,76,250,298,352,460,664
OG0002508primerGroup5,16,36,28,47,53,88,103,101,109,347,325,409,484,469
OG0002509primerGroup1,20,22,18,42,54,45,76,81,78,246,309,369,349,674
OG0002510primerGroup8,7,10,4,10,18,38,66,34,25,92,137,135,146,302
OG0002511primerGroup9,19,20,15,36,24,42,40,71,55,190,264,286,355,551
OG0002512primerGroup5,26,25,20,59,81,30,71,186,92,460,456,520,544,927
OG0002513primerGroup0,34,39,31,70,72,98,139,142,127,424,456,580,654,1087
OG0002514primerGroup7,42,41,55,88,79,158,121,158,186,505,503,740,895,827
OG0002515primerGroup3,13,9,19,33,41,29,68,74,49,243,273,273,316,615
OG0002516primerGroup5,13,17,20,31,38,48,79,106,80,231,288,356,435,576
OG0002517primerGroup1,24,15,23,65,98,105,106,145,146,390,445,547,587,983
OG0002518primerGroup6,2,2,7,8,6,10,10,10,13,70,74,138,66,153
OG0002519primerGroup3,8,6,7,8,12,15,27,24,26,98,110,133,170,230
OG0002520primerGroup8,27,25,40,64,71,92,123,122,101,325,390,548,646,683
OG0002521primerGroup0,28,40,33,44,59,92,111,133,111,316,419,568,608,832
OG0002523primerGroup2,33,32,46,53,47,86,92,112,126,351,397,558,632,708
OG0002524primerGroup9,33,19,22,70,56,55,62,115,105,361,265,475,351,530
OG0002525primerGroup2,38,36,37,73,71,87,142,183,141,396,435,587,646,909
OG0002526primerGroup1,49,48,32,96,74,134,180,201,157,576,590,784,868,1038
OG0002527primerGroup1,2,0,5,4,6,9,10,10,15,45,55,87,77,83
OG0002528primerGroup1,49,40,45,91,81,162,159,185,194,646,635,1156,1085,1360
OG0002529primerGroup4,40,43,47,70,93,120,160,190,176,429,482,744,718,860
OG0002530primerGroup2,16,24,25,31,31,40,50,75,71,258,319,431,424,816
OG0002531primerGroup3,21,27,28,41,70,103,96,109,122,341,404,559,650,907
OG0002533primerGroup4,55,69,51,113,124,186,228,275,236,710,807,1167,1256,1567
OG0002534primerGroup3,16,28,21,43,47,62,92,99,92,298,352,479,468,716
OG0002535primerGroup2,54,62,69,140,137,224,201,252,245,740,719,1239,1254,1176
OG0002536primerGroup0,57,63,41,134,130,203,236,282,231,677,726,923,1038,1030
OG0002537primerGroup1,18,31,32,70,58,83,88,122,99,390,372,481,644,447
OG0002538primerGroup0,49,74,47,129,96,203,170,199,219,597,574,854,1075,811
OG0002539primerGroup2,17,19,15,34,31,59,55,61,60,252,217,324,323,395
OG0002540primerGroup0,40,66,44,101,124,177,169,209,240,308,651,525,1016,979
OG0002541primerGroup0,61,56,58,100,139,155,251,265,200,586,724,928,1020,1379
OG0002542primerGroup6,37,42,52,78,104,151,199,183,161,436,448,683,685,725
OG0002543primerGroup7,28,29,18,49,61,83,122,129,127,346,384,509,513,823
OG0002544primerGroup6,47,58,40,107,83,167,172,193,181,640,571,818,1091,780
OG0002545primerGroup2,46,31,35,79,71,126,125,136,174,493,409,746,621,798
OG0002546primerGroup1,14,15,12,36,42,53,67,71,80,206,234,380,324,460
OG0002547primerGroup0,57,53,52,112,121,178,258,260,201,627,661,973,925,1554
OG0002548primerGroup4,45,36,53,91,99,149,160,197,220,551,516,695,874,840
OG0002549primerGroup8,51,46,39,76,91,118,169,208,159,468,525,706,765,958
OG0002550primerGroup0,28,26,22,43,47,70,94,123,94,320,334,374,541,619
OG0002551primerGroup6,9,5,6,16,17,21,28,22,39,106,131,120,157,309
OG0002552primerGroup4,22,29,36,66,72,76,97,120,97,328,478,468,560,895
OG0002553primerGroup0,8,10,8,19,18,34,31,30,30,103,136,188,176,459
OG0002554primerGroup7,30,45,55,119,80,151,142,193,220,459,418,750,873,745
OG0002555primerGroup5,42,46,48,84,103,133,196,245,160,562,706,847,958,1130
OG0002556primerGroup7,25,30,28,54,66,83,127,138,131,346,395,562,522,930
OG0002557primerGroup7,6,14,25,28,35,47,51,47,57,209,261,372,340,660
OG0002558primerGroup0,16,19,21,36,38,80,90,98,74,280,322,549,519,673
OG0002559primerGroup6,33,34,47,71,56,109,86,130,185,365,355,585,659,655
OG0002560primerGroup9,26,26,33,70,35,110,87,105,105,346,341,490,613,473
OG0002561primerGroup2,7,14,13,14,27,32,35,50,47,138,214,212,218,393
OG0002562primerGroup6,21,31,30,56,52,102,80,93,113,358,299,452,499,584
OG0002563primerGroup1,65,57,47,83,104,174,186,218,210,604,493,752,851,690
OG0002564primerGroup3,23,32,31,57,62,95,112,126,124,370,340,525,611,626
OG0002565primerGroup5,14,15,23,39,27,56,66,64,55,214,210,292,382,331
OG0002566primerGroup8,60,60,76,112,115,227,179,212,260,569,583,914,1176,983
OG0002567primerGroup7,53,41,54,101,102,163,191,211,190,492,691,849,1092,1167
OG0002568primerGroup9,42,38,53,67,103,158,190,217,188,483,639,872,783,1290
OG0002569primerGroup0,35,38,41,114,74,124,112,157,151,506,468,729,792,688
OG0002570primerGroup0,49,51,51,103,114,152,215,263,179,657,768,1021,1099,1477
OG0002571primerGroup0,10,17,24,39,40,79,92,114,88,280,371,418,423,770
OG0002572primerGroup3,26,22,21,50,56,57,66,101,92,293,346,433,417,900
OG0002573primerGroup9,27,30,26,55,59,71,82,96,88,308,345,439,508,559
OG0002574primerGroup2,38,44,53,126,110,157,182,202,199,573,468,813,951,645
OG0002575primerGroup1,7,5,5,7,15,15,20,16,22,60,68,113,97,205
OG0002576primerGroup5,42,40,48,87,90,179,108,150,168,447,355,658,812,658
OG0002577primerGroup6,41,51,42,74,62,154,133,172,154,461,532,865,920,982
OG0002578primerGroup7,14,31,32,35,45,63,88,96,72,264,281,431,386,562
OG0002579primerGroup1,28,48,53,87,72,9,18,150,185,417,435,728,748,614
OG0002580primerGroup7,29,38,33,42,56,88,94,138,109,330,358,544,572,717
OG0002581primerGroup3,39,24,24,49,61,113,122,146,103,452,420,589,689,798
OG0002582primerGroup0,33,24,34,53,78,104,131,137,130,375,462,645,622,974
OG0002583primerGroup9,25,19,27,52,53,86,104,113,112,316,351,449,572,436
OG0002584primerGroup3,37,38,60,82,99,174,188,224,188,600,574,850,976,1044
OG0002585primerGroup9,34,34,53,78,82,183,183,161,167,465,507,685,774,1053
OG0002586primerGroup4,2,2,0,0,3,0,4,9,2,25,16,35,35,32
OG0002587primerGroup5,41,32,39,65,72,138,125,145,149,479,559,784,878,1169
OG0002588primerGroup0,43,43,66,87,77,159,127,149,181,457,423,653,866,576
OG0002589primerGroup3,41,25,42,87,87,116,160,180,141,499,508,748,786,1102
OG0002590primerGroup4,31,45,24,56,75,127,104,141,148,449,423,654,760,644
OG0002591primerGroup1,18,26,22,31,37,81,71,63,84,284,249,341,490,201
OG0002592primerGroup3,30,27,41,40,60,98,151,142,122,421,441,573,692,851
OG0002593primerGroup4,21,22,26,40,42,83,74,90,106,278,335,437,489,515
OG0002594primerGroup5,23,22,21,70,48,72,79,116,91,347,385,567,634,839
OG0002595primerGroup3,2,2,0,8,5,4,16,9,16,40,52,87,71,104
OG0002596primerGroup2,37,38,22,53,74,98,95,117,120,382,401,602,643,589
OG0002597primerGroup1,22,17,18,35,50,61,68,78,59,194,231,290,267,403
OG0002598primerGroup2,39,78,59,100,108,228,234,225,213,781,826,1283,1423,1397
OG0002599primerGroup3,40,35,61,80,108,153,208,216,216,651,653,981,1113,1130
OG0002600primerGroup0,27,21,24,59,61,83,108,113,114,417,412,487,653,773
OG0002601primerGroup6,47,57,46,128,131,211,215,264,218,679,656,977,1250,983
OG0002602primerGroup2,12,14,10,16,16,53,52,47,44,185,176,287,347,300
OG0002603primerGroup2,21,22,32,69,66,101,141,151,140,358,483,622,672,963
OG0002604primerGroup3,30,37,28,86,77,141,160,191,155,491,467,630,822,645
OG0002605primerGroup6,19,20,25,29,41,63,80,101,100,311,382,509,496,1015
OG0002607primerGroup5,15,16,20,44,27,51,59,41,70,215,205,282,359,359
OG0002608primerGroup5,7,10,16,10,19,36,29,34,28,129,153,210,259,566
OG0002610primerGroup7,8,8,14,17,17,7,8,31,38,149,147,177,291,215
OG0002611primerGroup7,41,31,50,81,93,51,73,193,166,313,330,404,519,480
OG0002612primerGroup7,47,31,55,117,74,153,151,173,211,457,404,674,813,607
OG0002614primerGroup8,3,44,0,3,3,4,8,7,8,503,438,656,805,42
OG0002615primerGroup4,3,4,3,8,10,6,14,13,6,51,56,58,69,64
OG0002616primerGroup3,24,8,19,32,37,55,72,80,73,183,280,292,338,901
OG0002618primerGroup8,10,0,7,17,25,3,11,50,68,21,23,25,20,38
OG0002620primerGroup9,41,55,76,130,144,274,238,328,276,825,779,1313,1418,1438
OG0002621primerGroup9,14,26,22,29,33,67,69,84,58,211,288,324,337,637
OG0002622primerGroup3,54,57,85,106,147,216,265,275,243,784,791,1177,1279,1434
OG0002624primerGroup7,58,64,60,100,111,148,191,204,173,548,635,950,1048,1240
OG0002625primerGroup0,18,14,20,31,45,48,75,76,75,255,308,381,516,461
OG0002626primerGroup1,50,38,36,96,104,133,166,195,178,547,564,852,896,1032
OG0002627primerGroup0,43,45,45,99,104,152,131,171,191,490,536,649,877,1141
OG0002628primerGroup2,40,50,60,92,101,166,157,223,169,451,526,858,876,1060
OG0002629primerGroup6,23,35,34,60,48,101,124,141,117,368,351,506,547,613
OG0002630primerGroup0,18,20,19,51,38,62,106,106,55,300,314,340,400,654
OG0002631primerGroup7,43,60,40,107,111,165,173,187,190,67,602,127,1020,974
OG0002632primerGroup0,40,32,48,65,78,145,145,181,134,446,542,731,789,919
OG0002633primerGroup2,21,33,35,50,68,102,101,105,95,322,399,552,591,882
OG0002634primerGroup0,23,34,29,62,66,89,109,129,133,478,486,606,681,794
OG0002635primerGroup0,27,32,44,54,69,125,152,163,138,447,592,681,686,1110
OG0002636primerGroup1,23,26,15,32,52,60,79,114,70,371,377,504,502,819
OG0002637primerGroup2,48,49,74,103,122,190,196,221,200,554,636,875,1033,1102
OG0002638primerGroup2,23,21,21,50,39,84,94,97,77,360,307,440,548,525
OG0002639primerGroup5,3,8,2,7,5,8,16,22,18,40,52,99,67,119
OG0002640primerGroup3,62,63,94,140,217,268,253,337,331,732,785,1099,1174,1148
OG0002641primerGroup3,42,34,44,62,76,133,156,157,145,496,492,829,789,1194
OG0002642primerGroup0,26,21,33,54,49,69,99,86,100,293,354,418,466,588
OG0002643primerGroup4,39,50,55,80,105,135,174,192,151,480,467,686,784,827
OG0002644primerGroup0,49,76,56,101,95,168,188,191,213,633,580,884,1097,978
OG0002645primerGroup6,34,49,49,114,120,80,115,186,224,533,578,860,957,683
OG0002646primerGroup6,31,25,26,62,86,103,121,130,131,366,367,544,593,614
